01000830,00000002,000ffffd,4561848
01000ab0,00000002,000ffffe,4562328
01000aac,00000013,000803de,4562857
010007d8,00000002,000ffffe,4563336
01000930,00000001,000ffffe,4563823
01000820,00000003,000ffffe,4564309
01000930,00000001,000ffffe,4564789
010007f4,00000002,000ffffd,4565271
0100087c,0000002e,000005f1,4565556
010007b0,00000002,000ffffd,4565633
01000868,00000006,0008011c,4565698
010009d0,00000001,000ffffd,4565724
01000a98,00000004,000ffffd,4565743
01000a48,00000002,000ffffe,4566021
01000aec,00000001,000ffffe,4566432
01000838,00000002,000ffffe,4566911
0100087c,0000002e,000005f1,4567466
010009bc,00000002,000ffffe,4567678
010009bc,00000002,000ffffe,4568046
010007fc,00000002,000ffffe,4568470
010009c8,00000002,000ffffe,4568922
01000978,00000002,000ffffd,4569420
01000a30,00000004,000ffffd,4569911
01000af0,00000001,000ffffe,4570153
01000a80,00000002,000ffffe,4570277
01000ac8,00000007,000ffffd,4570344
01000af0,00000001,000ffffe,4570609
010007ec,00000002,000ffffe,4570746
010008d4,00000003,000ffffd,4571087
010007ec,00000002,000ffffe,4571528
010007f4,00000002,000ffffd,4571989
010007fc,00000002,000ffffe,4572220
01000930,00000001,000ffffe,4572335
010007fc,00000002,000ffffe,4572634
01000914,00000005,000ffffd,4573026
01000998,00000005,000ffffd,4573221
010009c8,00000003,000ffffe,4573317
01000ae0,0000000b,000801e7,4573614
01000a80,00000002,000ffffe,4573750
01000a64,00000004,000ffffd,4573825
01000a48,00000002,000ffffe,4573860
01000a48,00000002,000ffffe,4573879
01000ad4,00000002,000ffffe,4573889
01000a6c,00000002,000ffffe,4574166
01000ab0,00000002,000ffffe,4574305
01000a6c,00000002,000ffffe,4574375
010007fc,00000002,000ffffe,4574682
010008d4,00000003,000ffffd,4574837
010007e8,00000006,000802ed,4575189
010009b0,00000023,000803ed,4575393
01000978,00000002,000ffffd,4575448
01000930,00000001,000ffffe,4575763
01000868,00000006,000800d1,4576166
010008f0,00000002,000ffffd,4576633
0100093c,00000002,000ffffe,4576869
01000ab0,00000002,000ffffe,4577227
01000ac8,00000007,000ffffd,4577651
01000ad4,00000002,000ffffe,4577856
01000784,00000001,000ffffd,4578232
010009bc,00000002,000ffffe,4578422
010007b0,00000002,000ffffd,4578517
010007d0,00000004,000ffffd,4578567
01000970,00000002,000ffffe,4578829
010008f0,00000002,000ffffd,4579233
010009a4,00000002,000ffffe,4579707
010009bc,00000002,000ffffe,4580216
010008bc,00000002,000ffffe,4580471
01000838,00000002,000ffffe,4580599
010009a4,00000002,000ffffe,4580903
01000af0,00000001,000ffffe,4581294
01000aac,00000013,000803f1,4581780
010007d0,00000004,000ffffd,4582271
010007f4,00000002,000ffffd,4583009
01000980,00000002,000ffffe,4583133
01000884,00000002,000ffffe,4583435
010009b0,00000023,000803f6,4583859
010007fc,00000002,000ffffe,4584022
01000820,00000003,000ffffe,4584393
01000aa0,00000002,000ffffe,4584817
01000ad4,00000002,000ffffe,4585030
01000a48,00000002,000ffffe,4585191
01000a64,00000004,000ffffd,4585460
0100096c,00000ad2,000802f4,4585530
01000a6c,00000002,000ffffe,4585592
010007f4,00000002,000ffffd,4585931
01000980,00000002,000ffffe,4586101
010009b0,00000023,000803f8,4586459
010008a4,00000002,000ffffe,4586589
0100082c,00000019,000802f8,4586694
010007b8,00000002,000ffffe,4586984
010008a4,00000002,000ffffe,4587141
010007fc,00000002,000ffffe,4587220
010007b8,00000002,000ffffe,4587260
01000930,00000001,000ffffe,4587519
0100089c,00000004,000ffffd,4587924
0100093c,00000002,000ffffe,4588395
01000aa0,00000002,000ffffe,4588632
01000ae0,0000000b,000801ef,4588760
01000af0,00000001,000ffffe,4588810
01000a78,00000ec9,000801cd,4588920
01000a44,00000013,000802f9,4589098
01000aac,00000013,000803f8,4589505
0100087c,0000002e,000005f1,4589736
010008d4,00000003,000ffffd,4590067
01000970,00000002,000ffffe,4590493
010008a4,00000002,000ffffe,4590707
01000930,00000001,000ffffe,4591085
01000978,00000002,000ffffd,4591276
010007e8,00000006,000802fe,4591615
0100095c,00000002,000ffffe,4591779
01000970,00000002,000ffffe,4592103
01000a64,00000004,000ffffd,4592539
01000a6c,00000002,000ffffe,4592994
01000a80,00000002,000ffffe,4593338
01000a98,00000004,000ffffd,4593398
0100082c,00000019,000802ff,4593688
010007fc,00000002,000ffffe,4593800
0100091c,00000002,000ffffe,4593868
01000850,00000003,000ffffd,4594175
01000980,00000002,000ffffe,4594567
010007ec,00000002,000ffffe,4594764
01000838,00000002,000ffffe,4594863
01000870,00000003,000ffffd,4594914
010007ec,00000002,000ffffe,4595178
010007b0,00000002,000ffffd,4595311
010008b0,00000004,000800e4,4595380
01000820,00000003,000ffffe,4595413
01000970,00000002,000ffffe,4595669
010008fc,00000002,000ffffe,4595798
010007b0,00000002,000ffffd,4595863
01000954,00000004,000ffffd,4595898
010007e8,00000006,00080302,4595917
01000850,00000003,000ffffd,4595923
01000884,00000002,000ffffe,4595927
010008b0,00000004,00080111,4595932
010008d4,00000003,000ffffd,4595933
01000aa0,00000002,000ffffe,4596205
01000ad4,00000002,000ffffe,4596342
01000a48,00000002,000ffffe,4596446
01000a44,00000013,00080301,4596481
01000af0,00000001,000ffffe,4596744
01000a38,00000002,000ffffe,4596957
01000a18,00000002,000ffffe,4596993
01000a78,00000ec9,0008016c,4597006
0100092c,0000000b,00080403,4597260
0100087c,0000002e,000005f1,4597696
0100095c,00000002,000ffffe,4597853
010009bc,00000002,000ffffe,4597954
010007d0,00000004,000ffffd,4598007
01000914,00000005,000ffffd,4598034
01000978,00000002,000ffffd,4598316
010009b4,00000001,000ffffe,4598458
010008bc,00000002,000ffffe,4598531
01000814,00000003,000ffffd,4598840
0100095c,00000002,000ffffe,4599233
010009bc,00000002,000ffffe,4599702
01000a44,00000013,00080306,4599954
01000a78,00000ec9,000801e4,4600194
01000a38,00000002,000ffffe,4600354
01000a18,00000002,000ffffe,4600504
01000a78,00000ec9,00080186,4600669
01000a64,00000004,000ffffd,4600853
01000814,00000003,000ffffd,4601026
01000850,00000003,000ffffd,4601353
01000998,00000005,000ffffd,4601519
01000998,00000005,000ffffd,4601841
01000838,00000002,000ffffe,4602271
010009c8,00000002,000ffffe,4602488
01000870,00000003,000ffffd,4602598
010007fc,00000002,000ffffe,4602680
0100087c,0000002e,000005f1,4603010
01000884,00000002,000ffffe,4603381
010009b4,00000001,000ffffe,4603588
01000a78,00000ec9,00080202,4603838
01000aec,00000001,000ffffe,4604392
0100095c,00000002,000ffffe,4604847
010008fc,00000002,000ffffe,4605346
010007b8,00000002,000ffffe,4605596
010009c0,00000002,000ffffd,4605961
010009bc,00000002,000ffffe,4606144
010009bc,00000002,000ffffe,4606236
010008ec,00000eca,000800ca,4606436
01000998,00000005,000ffffd,4606557
010008dc,00000003,000ffffe,4606954
010009a4,00000002,000ffffe,4607153
01000af0,00000001,000ffffe,4607524
01000a78,00000ec9,000801ec,4607748
01000a48,00000002,000ffffe,4608404
010008bc,00000002,000ffffe,4608631
010009c0,00000002,000ffffd,4608745
0100089c,00000004,000ffffd,4609044
0100092c,0000000b,0008040f,4609200
01000850,00000003,000ffffd,4609267
010007ec,00000002,000ffffe,4609304
0100095c,00000002,000ffffe,4609563
010008f0,00000002,000ffffd,4609693
010009b0,00000023,00080410,4610063
010008f0,00000002,000ffffd,4610199
0100089c,00000004,000ffffd,4610286
01000870,00000003,000ffffd,4610328
01000980,00000002,000ffffe,4610349
010009c8,00000002,000ffffe,4610632
010007d8,00000002,000ffffe,4610774
010008dc,00000003,000ffffe,4611118
01000a64,00000004,000ffffd,4611291
01000a80,00000002,000ffffe,4611615
01000a78,00000ec9,000801c6,4611734
01000a6c,00000002,000ffffe,4612050
01000ae0,0000000b,0008015d,4612277
01000858,00000004,000ffffe,4612651
010008b0,00000004,00080069,4612842
010008d4,00000003,000ffffd,4613257
01000820,00000003,000ffffe,4613657
010008b0,00000004,000800d2,4614130
010008d4,00000003,000ffffd,4614637
01000ab0,00000002,000ffffe,4615130
01000a64,00000004,000ffffd,4615619
01000a38,00000002,000ffffe,4615861
010008bc,00000002,000ffffe,4616223
0100091c,00000002,000ffffe,4616644
010008ec,00000eca,00080070,4616720
0100082c,00000019,00080316,4616878
010008dc,00000003,000ffffe,4616962
010009b0,00000023,00080417,4617287
010007e8,00000006,00080317,4617405
0100093c,00000002,000ffffe,4617475
0100089c,00000004,000ffffd,4617786
01000970,00000002,000ffffe,4617939
010008bc,00000002,000ffffe,4618017
01000830,00000002,000ffffd,4618328
0100091c,00000002,000ffffe,4618484
01000830,00000002,000ffffd,4618834
01000a6c,00000002,000ffffe,4619281
01000a38,00000002,000ffffe,4619505
01000a6c,00000002,000ffffe,4619889
010007d0,00000004,000ffffd,4620323
010009c0,00000002,000ffffd,4620777
01000980,00000002,000ffffe,4621277
010008bc,00000002,000ffffe,4621767
010007b8,00000002,000ffffe,4622252
01000858,00000004,000ffffe,4622497
010009c0,00000002,000ffffd,4622617
01000af0,00000001,000ffffe,4622917
01000aec,00000001,000ffffe,4623068
01000aec,00000001,000ffffe,4623144
01000a48,00000002,000ffffe,4623455
02000c04,00000006,00080243,4623854
02000c9c,00000002,000ffffe,4624048
02000cc8,0000002e,00080144,4624463
02000cf0,00000003,000ffffd,4624606
02000d74,00000004,000ffffe,4624940
02000c94,0000002e,000005f1,4625149
02000c3c,00000002,000ffffe,4625189
02000bd4,00000002,000ffffe,4625503
02000d44,0000000b,00080346,4625909
02000de0,00000002,000ffffe,4626099
02000c18,00000002,000ffffe,4626199
02000ef0,00000002,000ffffe,4626489
02000e34,00000002,000ffffe,4626874
02000e60,00000013,00080245,4627084
02000e7c,00000004,000ffffd,4627166
02000f00,00000001,000ffffe,4627212
02000f00,00000001,000ffffe,4627250
02000e60,00000013,00080244,4627255
02000e64,00000002,000ffffe,4627258
02000e9c,00000002,000ffffe,4627262
02000f00,00000001,000ffffe,4627535
02000d14,00000002,000ffffe,4627945
02000bec,00000003,000ffffd,4628151
02000c6c,00000006,000ffffd,4628257
02000cb4,00000004,000ffffd,4628307
02000c3c,00000002,000ffffe,4628571
02000bcc,00000002,000ffffd,4628976
02000cb4,00000004,000ffffd,4629181
02000d34,00000003,000ffffe,4629282
02000dd8,00000002,000ffffd,4629572
02000c10,00000002,000ffffd,4629718
02000d34,00000003,000ffffe,4630064
02000c9c,00000002,000ffffe,4630236
02000ef0,00000002,000ffffe,4630323
02000e4c,00000004,000ffffd,4630369
02000f00,00000001,000ffffe,4630628
02000e4c,00000004,000ffffd,4631034
02000ee4,00000007,000ffffd,4631239
02000d48,00000002,000ffffd,4631607
02000d74,00000004,000ffffe,4631796
02000d88,00000001,000ffffd,4631887
02000d6c,00000003,000ffffd,4632208
02000c3c,00000002,000ffffe,4632367
02000db0,00000005,000ffffd,4632722
02000d14,00000002,000ffffe,4633167
02000d48,00000002,000ffffd,4633631
02000ec8,00000013,0008034e,4634152
02000eb4,00000004,000ffffd,4634629
02000e4c,00000004,000ffffd,4635115
02000dbc,00000002,000ffffe,4635596
02000c10,00000002,000ffffd,4635838
02000de0,00000002,000ffffe,4636199
02000dcc,00000001,000ffffe,4636379
02000dc8,00000023,00080350,4636504
02000dc8,00000023,00080350,4636550
02000d2c,00000003,000ffffd,4636781
02000cd4,00000002,000ffffe,4636912
02000d98,00000002,000ffffe,4637250
02000cb4,00000004,000ffffd,4637693
02000ec8,00000013,00080352,4637929
02000e9c,00000002,000ffffe,4638023
02000eb4,00000004,000ffffd,4638349
02000f00,00000001,000ffffe,4638752
02000e94,00000384,00080052,4638977
02000c74,00000002,000ffffe,4639228
02000cd4,00000002,000ffffe,4639466
02000c6c,00000006,000ffffd,4639829
02000c3c,00000002,000ffffe,4640005
02000c94,0000002e,000005f1,4640379
02000dbc,00000002,000ffffe,4640772
02000d34,00000003,000ffffe,4640992
02000bd4,00000002,000ffffe,4641101
02000cbc,00000002,000ffffe,4641396
02000d44,0000000b,00080356,4641553
02000e60,00000013,00080255,4641907
02000ec8,00000013,00080354,4642352
02000e84,00000002,000ffffe,4642558
02000e64,00000002,000ffffe,4642670
02000bec,00000003,000ffffd,4642967
02000cd4,00000002,000ffffe,4643354
02000d2c,00000003,000ffffd,4643821
02000d14,00000002,000ffffe,4644325
02000c04,0000001f,00080258,4644607
02000db0,00000005,000ffffd,4644708
02000c4c,00000001,000ffffe,4644768
02000c18,00000002,000ffffe,4645041
02000e00,00000001,000ffffd,4645448
02000ef0,00000002,000ffffe,4645925
02000ec8,00000013,00080356,4646452
02000d54,00000002,000ffffe,4646930
02000c04,00000006,0008025b,4647182
02000bcc,00000002,000ffffd,4647542
02000c30,00000005,000ffffd,4647967
02000de0,00000002,000ffffe,4648415
02000dc8,00000023,0008035d,4648674
02000d08,00000002,000ffffd,4648994
02000cb4,00000004,000ffffd,4649173
02000eb4,00000004,000ffffd,4649262
02000f00,00000001,000ffffe,4649304
02000e4c,00000004,000ffffd,4649330
02000ee4,00000007,000ffffd,4649345
02000e84,00000002,000ffffe,4649618
02000f0c,00000001,000ffffe,4650028
02000efc,0000000b,0008005a,4650244
02000c30,00000005,000ffffd,4650613
02000c54,00000002,000ffffe,4650798
02000cf8,00000003,000ffffe,4651133
02000bf4,00000004,000ffffe,4651573
02000db0,00000005,000ffffd,4651794
02000c18,00000002,000ffffe,4652173
02000cf8,00000003,000ffffe,4652605
02000c48,00000019,00080261,4652843
02000e4c,00000004,000ffffd,4653202
02000ee4,00000007,000ffffd,4653635
02000ecc,00000002,000ffffe,4654085
02000c18,00000002,000ffffe,4654313
02000db0,00000005,000ffffd,4654670
02000dcc,00000001,000ffffe,4655083
02000cc8,0000002e,00080163,4655337
02000d74,00000004,000ffffe,4655400
02000cd4,00000002,000ffffe,4655478
02000dc8,00000023,00080363,4655484
02000d88,00000001,000ffffd,4655491
02000db0,00000005,000ffffd,4655774
02000dc8,00000023,00080364,4655944
02000c80,0000002e,00080160,4656297
02000dd8,00000002,000ffffd,4656696
02000f0c,00000001,000ffffe,4656917
02000e54,00000002,000ffffe,4657301
02000e64,00000002,000ffffe,4657493
02000f08,00000001,000ffffe,4657828
02000d34,00000003,000ffffe,4658270
02000d34,00000003,000ffffe,4658730
02000d04,0000002e,0008016b,4659275
02000c48,00000019,00080267,4659745
02000d08,00000002,000ffffd,4659968
02000cc8,0000002e,00080168,4660375
02000cb4,00000004,000ffffd,4660515
02000efc,0000000b,00080068,4660853
02000ebc,00000002,000ffffe,4661010
02000ebc,00000002,000ffffe,4661333
02000e4c,00000004,000ffffd,4661497
02000c48,00000019,00080269,4661839
02000d6c,00000003,000ffffd,4661978
02000cd4,00000002,000ffffe,4662058
02000d98,00000002,000ffffe,4662120
02000bf4,00000004,000ffffe,4662133
02000c3c,00000002,000ffffe,4662137
02000c94,0000002e,000005f1,4662143
02000c30,00000005,000ffffd,4662415
02000c30,00000005,000ffffd,4662553
02000d14,00000002,000ffffe,4662891
02000c74,00000002,000ffffe,4663062
02000c30,00000005,000ffffd,4663151
02000bd4,00000002,000ffffe,4663463
02000cc8,0000002e,0008016b,4663665
02000c04,00000006,0008026c,4663976
02000dcc,00000001,000ffffe,4664147
02000e60,00000013,0008026c,4664493
02000e54,00000002,000ffffe,4664912
02000e64,00000002,000ffffe,4665370
02000db0,00000005,000ffffd,4665874
02000c74,00000002,000ffffe,4666122
02000bec,00000003,000ffffd,4666249
02000d34,00000003,000ffffe,4666552
02000dd4,00000002,000ffffe,4666703
02000cf0,00000003,000ffffd,4667052
02000c3c,00000002,000ffffe,4667497
02000c54,00000002,000ffffe,4667960
02000c74,00000002,000ffffe,4668192
02000ee4,00000007,000ffffd,4668553
02000ee4,00000007,000ffffd,4668971
02000c94,0000002e,000005f1,4669459
02000c54,00000002,000ffffe,4669640
02000d6c,00000003,000ffffd,4669754
02000dd8,00000002,000ffffd,4669810
02000d14,00000002,000ffffe,4669839
02000dcc,00000001,000ffffe,4669853
02000c04,00000006,00080271,4669866
02000c04,00000006,00080271,4670142
02000bcc,00000002,000ffffd,4670548
02000c94,0000002e,000005f1,4671069
02000d08,00000002,000ffffd,4671264
02000c30,00000005,000ffffd,4671387
02000d54,00000002,000ffffe,4671684
02000eb4,00000004,000ffffd,4672076
02000e4c,00000004,000ffffd,4672543
02000f28,00000001,000ffffe,4673131
02000d04,0000002e,00080178,4673355
02000cf0,00000003,000ffffd,4673402
02000c9c,00000002,000ffffe,4673718
02000db0,00000005,000ffffd,4673880
02000d14,00000002,000ffffe,4673957
02000c94,0000002e,000005f1,4674313
02000de0,00000002,000ffffe,4674665
02000c3c,00000002,000ffffe,4675135
02000c48,00000019,00080277,4675665
02000f00,00000001,000ffffe,4675895
02000e60,00000013,00080276,4676280
02000f00,00000001,000ffffe,4676446
02000e84,00000002,000ffffe,4676779
02000dd4,00000002,000ffffe,4677217
02000dcc,00000001,000ffffe,4677675
02000dcc,00000001,000ffffe,4677905
02000d34,00000003,000ffffe,4678262
02000cf0,00000003,000ffffd,4678440
02000d44,0000000b,0008037a,4678777
02000c4c,00000001,000ffffe,4678932
02000bec,00000003,000ffffd,4679017
02000dd8,00000002,000ffffd,4679058
02000d34,00000003,000ffffe,4679320
02000cd4,00000002,000ffffe,4679450
02000dcc,00000001,000ffffe,4679515
02000ecc,00000002,000ffffe,4679821
02000ee4,00000007,000ffffd,4679979
02000ef0,00000002,000ffffe,4680051
02000efc,0000000b,0008007a,4680099
02000f00,00000001,000ffffe,4680109
02000ee4,00000007,000ffffd,4680397
02000cb4,00000004,000ffffd,4680807
02000dcc,00000001,000ffffe,4681011
02000c30,00000005,000ffffd,4681119
02000cf8,00000003,000ffffe,4681409
02000dcc,00000001,000ffffe,4681793
02000bd4,00000002,000ffffe,4682259
02000c04,00000006,0008027e,4682496
02000d34,00000003,000ffffe,4682610
02000dcc,00000001,000ffffe,4682667
02000d08,00000002,000ffffd,4682698
02000d90,00000002,000ffffd,4682985
02000dd4,00000002,000ffffe,4683129
02000e4c,00000004,000ffffd,4683475
02000e9c,00000002,000ffffe,4683917
02000ef0,00000002,000ffffe,4684379
02000cf8,00000003,000ffffe,4684883
02000bcc,00000002,000ffffd,4685134
02000dd8,00000002,000ffffd,4685500
02000c18,00000002,000ffffe,4685923
02000d84,0000000f,00080281,4686148
02000de0,00000002,000ffffe,4686513
02000c74,00000002,000ffffe,4686942
02000de0,00000002,000ffffe,4687157
02000f00,00000001,000ffffe,4687264
02000e84,00000002,000ffffe,4687559
02000ee4,00000007,000ffffd,4687951
02000f08,00000001,000ffffe,4688139
02000db0,00000005,000ffffd,4688512
02000dbc,00000002,000ffffe,4688694
02000dc8,00000023,00080384,4688820
02000dcc,00000001,000ffffe,4688833
02000cbc,00000002,000ffffe,4688858
02000d2c,00000003,000ffffd,4689143
02000d2c,00000003,000ffffd,4689557
02000bd4,00000002,000ffffe,4690035
02000c4c,00000001,000ffffe,4690274
02000bf4,00000004,000ffffe,4690637
02000ebc,00000002,000ffffe,4691055
02000e64,00000002,000ffffe,4691505
02000e94,00000008,00080083,4692008
02000d48,00000002,000ffffd,4692251
02000c9c,00000002,000ffffe,4692376
02000d84,0000000f,00080287,4692452
02000cc8,0000002e,00080187,4692515
02000d6c,00000003,000ffffd,4692760
02000d84,0000000f,00080288,4693188
02000c3c,00000002,000ffffe,4693655
02000c80,0000002e,00080186,4694211
02000c08,00000001,000ffffd,4694662
02000e84,00000002,000ffffe,4695151
02000efc,0000000b,00080088,4695644
02000c3c,00000002,000ffffe,4696117
02000d44,0000000b,0008038b,4696607
02000dc8,00000023,0008038c,4696872
02000cf8,00000003,000ffffe,4696961
02000db0,00000005,000ffffd,4697024
02000cf8,00000003,000ffffe,4697053
02000dbc,00000002,000ffffe,4697068
02000dd8,00000002,000ffffd,4697348
02000dcc,00000001,000ffffe,4697759
02000c74,00000002,000ffffe,4698238
02000f08,00000001,000ffffe,4698748
02000e94,00000008,0008008d,4699011
02000ef0,00000002,000ffffe,4699373
02000d48,00000002,000ffffd,4699797
02000cf0,00000003,000ffffd,4700250
02000c80,0000002e,0008018c,4700791
02000dd8,00000002,000ffffd,4701236
02000c6c,00000006,000ffffd,4701485
02000dd8,00000002,000ffffd,4701604
02000c74,00000002,000ffffe,4701666
02000c3c,00000002,000ffffe,4701937
02000c18,00000002,000ffffe,4702073
02000f0c,00000001,000ffffe,4702412
02000e64,00000002,000ffffe,4702855
02000eb4,00000004,000ffffd,4703318
02000d48,00000002,000ffffd,4703547
02000c3c,00000002,000ffffe,4703663
02000d48,00000002,000ffffd,4703961
02000c10,00000002,000ffffd,4704350
02000c94,0000002e,000005f1,4704589
02000cf0,00000003,000ffffd,4704644
02000d88,00000001,000ffffd,4704931
02000dd4,00000002,000ffffe,4705077
02000cf8,00000003,000ffffe,4705151
02000d74,00000004,000ffffe,4705208
02000dd8,00000002,000ffffd,4705216
02000c80,0000002e,00080191,4705231
02000de0,00000002,000ffffe,4705493
02000bcc,00000002,000ffffd,4705632
02000cf8,00000003,000ffffe,4705703
02000c3c,00000002,000ffffe,4706009
02000f08,00000001,000ffffe,4706511
02000e54,00000002,000ffffe,4706687
02000ef0,00000002,000ffffe,4706775
02000e94,00000008,00080093,4707097
02000db0,00000005,000ffffd,4707492
02000c04,00000006,00080297,4707964
02000c48,00000019,00080297,4708219
02000bcc,00000002,000ffffd,4708554
02000c08,00000001,000ffffd,4708972
02000d48,00000002,000ffffd,4709183
02000d04,00000c4c,00080199,4709309
02000dbc,00000002,000ffffe,4709560
02000de0,00000002,000ffffe,4709749
02000bec,00000003,000ffffd,4709845
02000c04,00000006,00080299,4709896
02000f08,00000001,000ffffe,4710155
02000e54,00000002,000ffffe,4711034
02000cc8,0000002e,0008019a,4711587
02000bcc,00000002,000ffffd,4711798
02000d88,00000001,000ffffd,4711925
02000c9c,00000002,000ffffe,4712230
02000dcc,00000001,000ffffe,4712621
02000c04,00000006,0008029c,4713094
02000c04,00000006,0008029d,4713600
02000e54,00000002,000ffffe,4714089
02000e54,00000002,000ffffe,4714336
02000ecc,00000002,000ffffe,4714460
02000ebc,00000002,000ffffe,4714762
02000cb4,00000004,000ffffd,4715155
02000d48,00000002,000ffffd,4715349
02000d6c,00000003,000ffffd,4715720
02000dd8,00000002,000ffffd,4716144
02000d14,00000002,000ffffe,4716357
02000dcc,00000001,000ffffe,4716463
02000c04,0000001f,0008029f,4716547
02000dc8,00000023,000803a0,4716818
02000d90,00000002,000ffffd,4716919
02000c30,00000005,000ffffd,4717261
02000dbc,00000002,000ffffe,4717428
02000e60,00000013,000802a0,4717770
02000ef0,00000002,000ffffe,4717916
02000e4c,00000004,000ffffd,4718000
02000ebc,00000002,000ffffe,4718311
02000efc,0000000b,0008009e,4718477
02000f0c,00000001,000ffffe,4718546
02000e4c,00000004,000ffffd,4718589
02000c3c,00000002,000ffffe,4718847
02000dd4,00000002,000ffffe,4719249
02000c48,00000019,000802a2,4719745
02000c94,0000002e,000005f1,4720003
02000dd8,00000002,000ffffd,4720078
02000c54,00000002,000ffffe,4720138
02000c10,00000002,000ffffd,4720408
02000de0,00000002,000ffffe,4720815
02000cb4,00000004,000ffffd,4721021
02000f0c,00000001,000ffffe,4721392
02000e9c,00000002,000ffffe,4721820
02000ee4,00000007,000ffffd,4722039
02000ecc,00000002,000ffffe,4722413
02000c80,0000002e,000801a1,4722647
02000d2c,00000003,000ffffd,4722939
02000c54,00000002,000ffffe,4723106
02000c74,00000002,000ffffe,4723430
02000d74,00000004,000ffffe,4723866
02000d48,00000002,000ffffd,4724321
02000d44,0000000b,000803a8,4724559
02000c18,00000002,000ffffe,4724665
02000cb4,00000004,000ffffd,4724725
02000c54,00000002,000ffffe,4724992
02000c3c,00000002,000ffffe,4725127
02000e7c,00000004,000ffffd,4725197
02000e94,00000008,000800a7,4725507
02000e4c,00000004,000ffffd,4725896
02000e9c,00000002,000ffffe,4726091
02000ecc,00000002,000ffffe,4726190
02000e7c,00000004,000ffffd,4726242
02000d34,00000003,000ffffe,4726506
02000cf8,00000003,000ffffe,4726639
02000de0,00000002,000ffffe,4726705
02000d6c,00000003,000ffffd,4726740
02000c74,00000002,000ffffe,4726996
02000c08,00000001,000ffffd,4727124
02000cf8,00000003,000ffffe,4727191
02000c4c,00000001,000ffffe,4727222
02000d2c,00000003,000ffffd,4727241
02000d90,00000002,000ffffd,4727249
02000dcc,00000001,000ffffe,4727253
02000de0,00000002,000ffffe,4727257
02000bd4,00000002,000ffffe,4727259
02000dd8,00000002,000ffffd,4727532
02000dd4,00000002,000ffffe,4727669
02000cbc,00000002,000ffffe,4727738
02000c3c,00000002,000ffffe,4727773
02000d14,00000002,000ffffe,4727791
02000d54,00000002,000ffffe,4728072
02000d84,0000000f,000802ab,4728226
02000c74,00000002,000ffffe,4728284
02000c04,00000006,000802ab,4728324
02000d54,00000002,000ffffe,4728578
02000ecc,00000002,000ffffe,4728979
02000e64,00000002,000ffffe,4729180
02000ebc,00000002,000ffffe,4729281
02000e64,00000002,000ffffe,4729332
02000ec8,00000013,000803ab,4729375
02000ec8,00000013,000803aa,4729660
02000e54,00000002,000ffffe,4729786
02000f08,00000001,000ffffe,4729857
02000d54,00000002,000ffffe,4730166
02000c54,00000002,000ffffe,4730560
02000cc8,0000002e,000801ae,4731073
02000d08,00000002,000ffffd,4731264
02000c10,00000002,000ffffd,4731382
02000d34,00000003,000ffffe,4731682
02000dc8,00000023,000803af,4731864
02000cbc,00000002,000ffffe,4732178
02000c48,00000019,000802af,4732375
02000c80,0000002e,000801ac,4732723
02000e64,00000002,000ffffe,4732843
02000e60,00000013,000802af,4733182
02000f0c,00000001,000ffffe,4733597
02000dbc,00000002,000ffffe,4733924
02000bf4,00000004,000ffffe,4733981
02000d48,00000002,000ffffd,4734007
02000dc8,00000023,000803b1,4734326
02000dcc,00000001,000ffffe,4734707
02000cbc,00000002,000ffffe,4734916
02000d2c,00000003,000ffffd,4735293
02000dcc,00000001,000ffffe,4735719
02000d88,00000001,000ffffd,4736173
02000e34,00000002,000ffffe,4736673
02000e60,00000013,000802b2,4736940
02000e94,00000008,000800b1,4737294
02000e34,00000002,000ffffe,4737471
02000f00,00000001,000ffffe,4737562
02000c94,0000002e,000005f1,4737925
02000bec,00000003,000ffffd,4738281
02000c9c,00000002,000ffffe,4738480
02000cd4,00000002,000ffffe,4738852
02000d74,00000004,000ffffe,4739280
02000d14,00000002,000ffffe,4739731
02000cf8,00000003,000ffffe,4739959
02000bcc,00000002,000ffffd,4740072
02000ef0,00000002,000ffffe,4740369
02000ec8,00000013,000803b7,4740535
02000ebc,00000002,000ffffe,4740593
02000ebc,00000002,000ffffe,4740631
02000e60,00000013,000802b6,4740907
02000e34,00000002,000ffffe,4741020
02000ef0,00000002,000ffffe,4741357
02000c04,00000006,000802b8,4741530
02000dd4,00000002,000ffffe,4741611
02000dbc,00000002,000ffffe,4741654
02000c88,00000002,000ffffe,4741676
02000cf0,00000003,000ffffd,4741960
02000d14,00000002,000ffffe,4742101
02000bec,00000003,000ffffd,4742445
02000d88,00000001,000ffffd,4742615
02000dbc,00000002,000ffffe,4742942
02000c80,0000002e,000801b6,4743421
02000bf4,00000004,000ffffe,4743597
02000c88,00000002,000ffffe,4743976
02000f00,00000001,000ffffe,4744166
02000f08,00000001,000ffffe,4744262
02000ef0,00000002,000ffffe,4744583
02000efc,0000000b,000800b8,4744992
02000de0,00000002,000ffffe,4745455
02000bd4,00000002,000ffffe,4745963
02000d84,0000000f,000802bd,4746470
02000c88,00000002,000ffffe,4746944
02000d44,0000000b,000803be,4747197
02000cf8,00000003,000ffffe,4747551
02000e7c,00000004,000ffffd,4747973
02000e94,00000008,000800be,4748188
02000f0c,00000001,000ffffe,4748287
02000e94,00000008,000800bd,4748587
